SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00029216,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:20:15 AM,CLOSED,1,DDOT,N,2/7/2014 10:39:04 AM,UNKNOWN,2/7/2014 10:33:07 AM,2/14/2014 10:20:15 AM,"Comments update:  14-00029216-Parking Meter Request 2-98 G Place Northeast, Washington, DC 20002, USA Address Not Found",,2/7/2014 10:20:15 AM,2/8/2014 10:06:50 AM,715 NORTH CAPITOL STREET NE,38.89941239263510,-77.00855177357950,20002,288902,127779,127779,6,6C,6C05,FIRST,103,25,NONE,NONE,NONE,OPEN311
14-00029217,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:20:25 AM,CLOSED,1,DDOT,N,2/7/2014 10:39:04 AM,UNKNOWN,2/7/2014 10:33:07 AM,2/14/2014 10:20:25 AM,Comments update:  14-00029217-Address Not Found,,2/7/2014 10:20:25 AM,9/29/2014 11:55:27 AM,1210 31ST STREET NW,38.90557372550130,-77.06133316882660,20007,278935,120991,120991,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,PHONE
14-00029218,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 10:20:26 AM,CLOSED,1,DPW,Y,2/7/2014 11:20:00 AM,Vehicle Gone on Arrival - Close SR,2/7/2014 11:20:50 AM,2/11/2014 10:20:26 AM,vehicle was moving @ 1107am  by 268,,2/7/2014 10:20:26 AM,7/17/2014 8:00:00 AM,2168 WISCONSIN AVENUE NW,38.91868252004270,-77.07082540838620,20007,300045,267505,267692,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,PHONE
14-00029219,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:20:29 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:24 PM,2/14/2014 10:20:29 AM,Comments update:  14-00029219-Broken Parking Meter  Meter Found Working,,2/7/2014 10:20:29 AM,2/12/2014 10:36:13 AM,2300 - 2399 BLOCK N STREET NW,38.90724459859130,-77.05075383911570,,0,455553,391581,2,2B,2B06,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029220,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:21:03 AM,CLOSED,1,DDOT,N,2/7/2014 10:39:04 AM,UNKNOWN,2/7/2014 10:33:08 AM,2/14/2014 10:21:03 AM,Comments update:  14-00029220-Citizen paid the parking meter using park mobile but the meter is still flashing red.Address Not Found,,2/7/2014 10:21:03 AM,2/8/2014 10:06:50 AM,14TH STREET NW & V STREET NW,38.91811272260190,-77.031952274957,,0,207295,207295,1,1B,1B04,THIRD,301,3,NONE,NONE,NONE,PHONE
14-00029221,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 10:21:48 AM,CLOSED,1,DDOT,N,2/25/2014 11:26:30 AM,UNKNOWN,2/25/2014 11:21:41 AM,,"Comments update:  14-00029221-Need a car seat for new born child By GAY, KAREN: 2/25/2014 11:21:42 AM Infant car seat properly installed ",,2/7/2014 10:21:48 AM,2/25/2014 11:35:53 AM,2727 29TH STREET NW,38.92429182094390,-77.05717936795940,20008,275775,117952,117952,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,WEB
14-00029222,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:21:59 AM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:26 PM,2/14/2014 10:21:59 AM,Comments update:  14-00029222-Broken Parking Meter  Meter Found Working,,2/7/2014 10:21:59 AM,2/12/2014 4:06:36 AM,400 - 499 BLOCK I STREET SW,38.87928567512740,-77.01821513541420,,0,457943,393970,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029223,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:23:46 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:18 PM,2/14/2014 10:23:46 AM,Comments update:  14-00029223-Broken Parking Meter  Meter Found Working,,2/7/2014 10:23:46 AM,2/12/2014 10:07:21 AM,1100 - 1199 BLOCK 20TH STREET NW,38.904699726249,-77.04490270297940,,0,455243,391271,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00029224,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 10:23:50 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 2:03:45 PM,3/4/2014 10:23:50 AM,,,2/7/2014 10:23:50 AM,10/30/2014 12:31:17 PM,642 C STREET NE,38.89374802141570,-76.99676478094150,20002,152346,60005,60005,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,PHONE
14-00029225,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 10:24:30 AM,CLOSED,1,DDOT,N,2/25/2014 11:26:30 AM,UNKNOWN,2/25/2014 11:22:57 AM,,"Comments update:  14-00029225-Need a car seat for unborn child By GAY, KAREN: 2/25/2014 11:22:58 AM Car seat properly installed with LATCH ",,2/7/2014 10:24:30 AM,2/25/2014 11:35:53 AM,1390 KENYON STREET NW,38.92961960857720,-77.03221196421410,20010,301099,362479,348176,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,WEB
14-00029226,UNKNOWN,S05AL,Alleylight Repair Investigation,TRAOP001,TOA,2/7/2014 10:24:36 AM,CLOSED,1,DDOT,N,2/10/2014 7:38:08 PM,UNKNOWN,2/10/2014 7:33:10 PM,2/11/2014 10:24:36 AM,Comments update:  14-00029226-No Action Taken,,2/7/2014 10:24:36 AM,2/10/2014 8:37:22 PM,2125 14TH STREET NW,38.91858637983170,-77.03162338678260,20009,303497,417229,358430,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,PHONE
14-00029227,UNKNOWN,DMV12,DMV - Driver Record Issues,DRIVEHSE,Driver Vehicle Services,2/7/2014 10:25:09 AM,CLOSED,1,DMV,N,2/8/2014 3:25:00 PM,Contacted - Close SR,2/8/2014 3:26:12 PM,2/19/2014 8:25:09 PM,record has been cleared uot on 02-07-2014.,,2/7/2014 10:25:09 AM,3/3/2014 12:21:10 PM,3038 O STREET SE,38.87298433669580,-76.96291505100470,20020,41360,28697,28697,7,7B,7B04,SIXTH,605,34,NONE,NONE,NONE,PHONE
14-00029228,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:25:22 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:52 AM,UNKNOWN,2/11/2014 11:18:14 AM,2/14/2014 10:25:22 AM,Comments update:  14-00029228-Broken Parking Meter  Meter Found Working,,2/7/2014 10:25:22 AM,2/11/2014 5:39:55 PM,300 - 399 BLOCK MASSACHUSETTS AVENUE NE,38.89431391409910,-77.001318495940,,0,456321,392349,6,6C,6C08,FIRST,107,25,NONE,NONE,NONE,OPEN311
14-00029229,UNKNOWN,S05AL,Alleylight Repair Investigation,TRAOP001,TOA,2/7/2014 10:25:39 AM,OVERDUE CLOSED,1,DDOT,N,2/15/2014 12:07:08 AM,UNKNOWN,2/15/2014 12:03:06 AM,2/11/2014 10:25:39 AM,Comments update:  14-00029229-Repairs Completed,,2/7/2014 10:25:39 AM,2/15/2014 12:38:20 AM,1645 11TH PLACE NE,38.90867398558110,-76.98678662314320,20002,58502,35451,35451,5,5B,5B05,FIFTH,506,23,NONE,NONE,NONE,WEB
14-00029230,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:25:49 AM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:13 PM,2/14/2014 10:25:49 AM,Comments update:  14-00029230-Broken Parking Meter  Meter Found Working,,2/7/2014 10:25:49 AM,2/12/2014 7:07:08 AM,1500 - 1599 BLOCK NEW HAMPSHIRE AVENUE NW,38.91063514625680,-77.04251384181370,,0,456260,392288,2,2B,2B07,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029231,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:25:53 AM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:27 PM,2/14/2014 10:25:53 AM,Comments update:  14-00029231-Broken Parking Meter  Meter Found Working,,2/7/2014 10:25:53 AM,2/12/2014 4:06:36 AM,500 - 599 BLOCK 19TH STREET NW,38.89666716109310,-77.04345935085460,,0,455989,392017,2,2A,2A05,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029232,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/7/2014 10:26:37 AM,CLOSED,1,DPW,Y,2/13/2014 4:11:00 PM,Vehicle Gone on Arrival - Close SR,2/13/2014 4:12:10 PM,2/28/2014 10:26:37 AM,per investigator d giles 2/10/14:PER AVI GILES THERE WERE NO VIOLATIONS ON THE VEHICLE IN QUESTION...MP,,2/7/2014 10:26:37 AM,2/14/2014 11:06:37 AM,1809 SHEPHERD STREET NW,38.93997222593290,-77.04185592406680,20011,258262,101440,101440,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,PHONE
14-00029233,UNKNOWN,DMEXTEDL,DMV - Expired Temporary Driver's License/ID,DRIVEHSE,Driver Vehicle Services,2/7/2014 10:26:57 AM,CLOSED,1,DMV,N,2/18/2014 4:26:00 PM,Contacted - Close SR,2/18/2014 4:26:45 PM,2/24/2014 8:26:57 PM,"Greetings, the DC DMV has no record of this credential being returned, the customer must visit any DMV service center for a duplicate credential which requires a new photograph and payment of a duplicate fee.",,2/7/2014 10:26:57 AM,2/18/2014 4:35:46 PM,639 4TH STREET NE,38.89845340480810,-77.00036117045110,20002,2242,1827,1827,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00029234,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:28:07 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:18 PM,2/14/2014 10:28:07 AM,Comments update:  14-00029234-  Meter Found Working,,2/7/2014 10:28:07 AM,10/30/2014 12:31:17 PM,20TH STREET NW & G STREET NW,38.89832272155150,-77.04490846211020,,0,275611,275798,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,PHONE
14-00029235,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 10:28:11 AM,CLOSED,1,DDOT,N,2/25/2014 11:17:29 AM,UNKNOWN,2/25/2014 11:11:51 AM,,"Comments update:  14-00029235-Need a car seat for a 15 month old child By GAY, KAREN: 2/25/2014 11:11:51 AM Convertible seat was properly installed. ",,2/7/2014 10:28:11 AM,2/25/2014 11:35:53 AM,1444 CHURCH STREET NW,38.910236592486,-77.03342572010310,20005,285662,124219,124219,2,2F,2F01,SECOND,208,7,NONE,NONE,NONE,WEB
14-00029236,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:28:34 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:19 PM,2/14/2014 10:28:34 AM,Comments update:  14-00029236-  Meter Found Working,,2/7/2014 10:28:34 AM,2/12/2014 10:07:21 AM,20TH STREET NW & H STREET NW,38.89957910747280,-77.04490529038050,,0,274575,274762,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,PHONE
14-00029237,UNKNOWN,S0321,Recycling Collection - Missed,SWMCOLRE,Recycling,2/7/2014 10:29:02 AM,OVERDUE CLOSED,1,DPW,N,2/10/2014 3:12:00 PM,Icy Road/Close SR,2/27/2014 3:12:32 PM,2/11/2014 10:29:02 AM,Due to snow. Closed out by T.Thompson.,,2/7/2014 10:29:02 AM,3/3/2014 12:21:10 PM,2923 HILLCREST DRIVE SE,38.86390781916230,-76.96524060177340,20020,156349,60979,60979,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,PHONE
14-00029238,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:29:46 AM,CLOSED,1,DDOT,N,2/9/2014 8:23:33 PM,UNKNOWN,2/9/2014 8:18:37 PM,2/14/2014 10:29:46 AM,Comments update:  14-00029238-Broken Parking Meter  Meter Found Working,,2/7/2014 10:29:46 AM,2/9/2014 11:48:44 PM,1700 - 1799 BLOCK I STREET NW,38.90133631700530,-77.04057276900260,,0,455289,391317,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00029239,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:30:26 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:52 AM,UNKNOWN,2/11/2014 11:18:15 AM,2/14/2014 10:30:26 AM,Comments update:  14-00029239-Broken Parking Meter  Meter Found Working,,2/7/2014 10:30:26 AM,2/11/2014 5:39:55 PM,400 - 405 BLOCK 6TH STREET SW,38.88438693746480,-77.01990667671740,,0,470722,405155,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029240,UNKNOWN,DMV31,DMV - Vehicle Title Issues,DRIVEHSE,Driver Vehicle Services,2/7/2014 10:31:46 AM,CLOSED,1,DMV,N,2/11/2014 2:39:00 PM,Mailed - Close SR,2/11/2014 2:39:57 PM,2/19/2014 8:31:46 PM,replaced on 02/08/2014,,2/7/2014 10:31:46 AM,2/11/2014 3:07:06 PM,2400 - 2499 BLOCK N STREET NW,38.90724301466340,-77.05233548428530,,0,456434,392462,2,2B,2B06,SECOND,207,5,NONE,NONE,NONE,PHONE
14-00029241,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 10:31:48 AM,CLOSED,1,DDOT,N,2/25/2014 11:17:29 AM,UNKNOWN,2/25/2014 11:12:49 AM,,"Comments update:  14-00029241-Need a car seat for a 15 month old child By GAY, KAREN: 2/25/2014 11:12:49 AM convertible seat was properly installed. ",,2/7/2014 10:31:48 AM,2/25/2014 11:35:53 AM,1444 CHURCH STREET NW,38.910236592486,-77.03342572010310,20005,285662,124219,124219,2,2F,2F01,SECOND,208,7,NONE,NONE,NONE,WEB
14-00029242,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:31:58 AM,CLOSED,1,DDOT,N,2/10/2014 12:52:23 PM,UNKNOWN,2/10/2014 12:48:07 PM,2/14/2014 10:31:58 AM,Comments update:  14-00029242-Broken Parking Meter  Meter Found Working,,2/7/2014 10:31:58 AM,2/10/2014 3:36:01 PM,3000 - 3049 BLOCK M STREET NW,38.90521318206770,-77.05966486677250,,0,456706,392728,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029243,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 10:32:24 AM,CLOSED,1,DPW,Y,2/7/2014 12:03:00 PM,Not Enforceable - Close SR,2/7/2014 12:06:02 PM,2/11/2014 10:32:24 AM,no violation@ 1141am  by 283,,2/7/2014 10:32:24 AM,10/30/2014 12:31:17 PM,300 TINGEY STREET SE,38.87458794484020,-77.00153477797840,20003,307287,447994,384515,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,PHONE
14-00029244,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:32:39 AM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:40 PM,2/14/2014 10:32:39 AM,Comments update:  14-00029244-Broken Parking Meter  Meter Found Working,,2/7/2014 10:32:39 AM,2/11/2014 5:35:45 AM,800 - 819 BLOCK 19TH STREET NW,38.89988882216770,-77.04346314437990,,0,455860,391888,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029245,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 10:33:08 AM,CLOSED,1,DPW,Y,2/7/2014 3:46:00 PM,Not Enforceable - Close SR,2/7/2014 3:46:47 PM,2/11/2014 10:33:08 AM,NO VIOLATION @ 3:40PM,,2/7/2014 10:33:08 AM,2/7/2014 4:05:13 PM,419 D STREET NE,38.89466124431130,-76.99981556271810,20002,25840,14712,14712,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00029246,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/7/2014 10:33:46 AM,CLOSED,1,DPW,N,,UNKNOWN,2/24/2014 12:34:01 PM,3/25/2014 10:33:46 AM,,,2/7/2014 10:33:46 AM,10/23/2014 2:51:09 PM,313 SEATON PLACE NE,38.91465076873320,-77.00121509051790,20002,39781,26886,26886,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,PHONE
14-00029247,UNKNOWN,S0286,Sign Replacement,SIGNS,Signs,2/7/2014 10:35:39 AM,CLOSED,1,DDOT,N,2/19/2014 5:54:49 AM,UNKNOWN,2/19/2014 5:51:45 AM,8/14/2014 10:35:39 AM,"Comments update:  14-00029247- By EDMONDS, FRANCINE: 2/7/2014 12:49:46 PM EMAIL SENT TO CALLER REQUESTING ADDITIIONAL INFORMATION.  CALLER CAN ALSO CONTACT SIGN SHOP (202) 398-3600  By EDMONDS, FRANCINE: 2/19/2014 5:51:08 AM 2/19/14-NO RESPOND BACK FROM CALLER.  REQUEST WILL BE CLOSED UNTIL FUTHER INFORMATION IS RECEIVED. ",,2/7/2014 10:35:39 AM,2/19/2014 6:20:06 AM,FAIRVIEW AVENUE NE & NEW YORK AVENUE NE,38.91425031361680,-76.98911939050810,,0,206837,206837,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,WEB
14-00029248,UNKNOWN,DMEXTEDL,DMV - Expired Temporary Driver's License/ID,DRIVEHSE,Driver Vehicle Services,2/7/2014 10:36:44 AM,CLOSED,1,DMV,N,2/18/2014 4:27:00 PM,Contacted - Close SR,2/18/2014 4:27:06 PM,2/24/2014 8:36:44 PM,"Greetings, the DC DMV has no record of this credential being returned, the customer must visit any DMV service center for a duplicate credential which requires a new photograph and payment of a duplicate fee.",,2/7/2014 10:36:44 AM,2/18/2014 4:35:46 PM,800 - 899 BLOCK 7TH STREET NW,38.90034199656560,-77.02191513161470,,0,456730,392752,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,PHONE
14-00029249,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:37:46 AM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:21 PM,2/14/2014 10:37:46 AM,Comments update:  14-00029249-Broken Parking Meter  Meter Found Working,,2/7/2014 10:37:46 AM,2/12/2014 12:38:02 AM,1800 - 1899 BLOCK 7TH STREET NW,38.914830418754,-77.02191807818510,,0,456765,392787,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,OPEN311
14-00029250,UNKNOWN,S0476,Yard Waste- Missed,COLLDIVI,Yard Waste,2/7/2014 10:38:08 AM,OVERDUE CLOSED,1,DPW,N,2/11/2014 2:00:00 PM,Icy Road/Close SR,3/6/2014 6:09:59 AM,2/14/2014 10:38:08 AM,due to snow.  closed by rg,,2/7/2014 10:38:08 AM,3/6/2014 6:40:59 AM,1422 Q STREET NW,38.91095422957840,-77.03299414396580,20009,225521,68823,68823,2,2F,2F01,SECOND,208,7,NONE,NONE,NONE,PHONE
14-00029251,UNKNOWN,S0311,Rat Abatement,DEPAHEAL,DOH,2/7/2014 10:39:01 AM,CLOSED,1,DOH,Y,2/19/2014 9:29:00 AM,No evidence of rats -Close,2/19/2014 9:29:51 AM,3/31/2014 10:39:01 AM,On 02/12/2014 @ 11:08  am Mr.Herrington did find any evidence of rats in the area,,2/7/2014 10:39:01 AM,2/19/2014 12:18:32 PM,313 SEATON PLACE NE,38.91465076873320,-77.00121509051790,20002,39781,26886,26886,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,PHONE
14-00029252,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:40:56 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:24 PM,2/14/2014 10:40:56 AM,Comments update:  14-00029252-Broken Parking Meter  Meter Found Working,,2/7/2014 10:40:56 AM,2/12/2014 10:36:13 AM,3400 - 3599 BLOCK WATER STREET NW,38.90416874789780,-77.06933714661130,,0,476363,409787,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029253,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 10:40:59 AM,CLOSED,1,DPW,N,,UNKNOWN,2/25/2014 1:45:39 PM,3/4/2014 10:40:59 AM,,,2/7/2014 10:40:59 AM,10/30/2014 12:31:17 PM,3424 ALBEMARLE STREET NW,38.94773854931320,-77.066675044772,20008,222133,65488,65488,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,PHONE
14-00029254,UNKNOWN,FESAADNU,FEMS - Smoke Alarm Application,FEMSMOAL,FEMS - Smoke Alarms,2/7/2014 10:41:09 AM,CLOSED,1,FEMS,N,,UNKNOWN,2/15/2014 6:52:52 AM,,,,2/7/2014 10:41:09 AM,2/15/2014 7:36:20 AM,4244 EADS STREET NE,38.89586804551990,-76.94026309252190,20019,24599,13794,13794,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,WEB
14-00029255,UNKNOWN,S0311,Rat Abatement,DEPAHEAL,DOH,2/7/2014 10:41:31 AM,CLOSED,1,DOH,Y,2/20/2014 11:11:00 AM,No evidence of rats -Close,2/26/2014 11:12:35 AM,3/31/2014 10:41:31 AM,On 2/20/14 M Parker  found no rat burrows in the area; left service notice.,,2/7/2014 10:41:31 AM,2/26/2014 11:38:18 AM,1353 MONTAGUE STREET NW,38.95950042374880,-77.03229965677550,20011,257776,100409,100409,4,4A,4A06,FOURTH,403,18,NONE,NONE,NONE,PHONE
14-00029256,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 10:42:01 AM,CLOSED,1,DPW,Y,2/7/2014 3:30:00 PM,Not Enforceable - Close SR,2/7/2014 3:30:51 PM,2/11/2014 10:42:01 AM,CAN NOT CONTACT PERSONNELL @ 12: 38PM BDG 282,,2/7/2014 10:42:01 AM,2/7/2014 4:05:13 PM,1444 ROCK CREEK FORD ROAD NW,38.96355676331390,-77.03536922921140,20011,256158,99330,99330,4,4A,4A07,FOURTH,402,17,NONE,NONE,NONE,PHONE
14-00029257,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:42:41 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:20 PM,2/14/2014 10:42:41 AM,Comments update:  14-00029257-OUT OF ORDER  Meter Found Working,,2/7/2014 10:42:41 AM,2/12/2014 10:07:21 AM,1ST STREET NW & C STREET NW,38.89354041930960,-77.01217612754380,,0,207920,207920,6,6C,6C09,FIRST,103,8,NONE,NONE,NONE,PHONE
14-00029258,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:43:02 AM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:28 PM,2/14/2014 10:43:02 AM,Comments update:  14-00029258-Broken Parking Meter  Meter Found Working,,2/7/2014 10:43:02 AM,2/12/2014 10:07:21 AM,1100 - 1199 BLOCK 14TH STREET NW,38.90451509985740,-77.03194903569450,,0,456002,392030,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,OPEN311
14-00029259,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:43:23 AM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:40 PM,2/14/2014 10:43:23 AM,Comments update:  14-00029259-Broken Parking Meter  Meter Found Working,,2/7/2014 10:43:23 AM,2/11/2014 5:35:45 AM,1000 - 1199 BLOCK CONSTITUTION AVENUE NW,38.89208348013920,-77.02706393067310,,0,455837,391865,2,2F,2F03,FIRST,101,NONE,NONE,NONE,NONE,OPEN311
14-00029260,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 10:43:24 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:20 PM,2/14/2014 10:43:24 AM,Comments update:  14-00029260-  Meter Found Working,,2/7/2014 10:43:24 AM,2/12/2014 10:07:21 AM,1 - 99 BLOCK I STREET NW,38.90131740566750,-77.01178779490580,,0,476608,410009,6,6C,6C01,FIRST,103,8,NONE,NONE,NONE,PHONE
14-00029261,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 10:45:19 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 1:11:01 PM,3/4/2014 10:45:19 AM,,,2/7/2014 10:45:19 AM,9/9/2014 2:45:51 PM,150 JOLIET STREET SW,38.82060776307420,-77.00656318903020,20032,62750,38345,38345,8,8D,8D04,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00029262,UNKNOWN,DMV48,DMV - Ticket Payment Dispute,ADJUSERV,Adjudication Services,2/7/2014 10:45:45 AM,CLOSED,1,DMV,N,2/10/2014 8:47:00 AM,UNKNOWN,2/10/2014 8:48:44 AM,2/24/2014 10:45:45 AM,Customer has already submitted online adjudication. Please advise the customer to submit evidence to support it's statement.,,2/7/2014 10:45:45 AM,7/29/2014 9:14:49 AM,300 - 399 BLOCK GALLOWAY STREET NE,38.952635993963,-77.00003541768590,,0,458003,394030,5,5A,5A01,FOURTH,405,20,NONE,NONE,NONE,WEB
14-00029263,UNKNOWN,FESAADNU,FEMS - Smoke Alarm Application,FEMSMOAL,FEMS - Smoke Alarms,2/7/2014 10:45:46 AM,CLOSED,1,FEMS,N,,UNKNOWN,2/15/2014 6:52:13 AM,,,,2/7/2014 10:45:46 AM,2/15/2014 7:36:20 AM,4240 EADS STREET NE,38.89589847524220,-76.94040312656090,20019,24554,13639,13639,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,WEB
14-00029264,UNKNOWN,S0361,Sidewalk Repair,SISYINOD,SIOD ,2/7/2014 10:45:54 AM,OVERDUE OPEN,1,DDOT,N,4/1/2014 8:11:17 AM,UNKNOWN,,7/2/2014 10:45:54 AM,"SIDEWALK REMOVE & REPLACE ( WO # 411843 )Projected Start:  APR 01, 2014    Finish: JUN 30, 2014   Actual Start:  N/A             Finish: N/A",,2/7/2014 10:45:54 AM,7/3/2014 12:19:04 PM,4910 MASSACHUSETTS AVENUE NW,38.946073187425,-77.09779401275390,20016,269771,112650,112650,3,3D,3D03,SECOND,205,13,NONE,NONE,NONE,WEB
